housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
28,2864,579,1364,482,120.875,2,353400
26,3611,713,2089,540,129.0375,2,276200
38,1141,270,1028,291,68.3325,3,182500
37,1525,338,1075,374,72.4275,3,186100
30,2453,505,1845,530,93.49,3,210700
44,1668,364,1143,365,80.2075,3,181900
47,1007,246,581,240,73.8625,3,237500
52,1034,250,531,223,68.5275,3,227100
42,2082,438,1396,610,81.25,3,185300
50,1345,306,791,254,89.915,3,245800
52,241,108,385,64,65.475,3,212500
35,357,129,377,99,75.3475,3,204200
42,2101,442,1212,526,90.9725,3,239200
52,2584,528,1087,433,110,3,391300
52,2009,425,841,338,138.1475,3,295800
52,2962,596,1215,506,119.42,3,301100
44,1449,325,676,282,89.375,3,292200
44,2142,449,846,375,135.6825,3,421000
34,1809,389,863,302,107.5,3,330500
35,2189,458,1193,562,70.105,3,240900
28,454,146,366,140,74.6325,3,187500
52,2562,525,973,398,122.135,3,330600
52,2125,446,930,387,132.0775,3,299500
34,197,100,152,47,101.25,3,200000
52,2212,462,1195,532,72.35,3,209500
49,658,183,467,316,17.67,3,200000
11,1283,295,718,345,105.65,3,166700
52,1009,246,929,210,62.5,3,162500
40,1547,342,1493,543,32.2175,3,212500
6,1495,333,1087,557,71.995,3,225000
36,1904,406,3561,632,52.43,3,187500
48,1562,345,1469,424,64.1825,3,177500
46,1197,280,898,370,54.285,3,190600
20,1106,263,851,448,22.235,3,350000
43,1423,320,1013,428,41.77,3,204200
52,1390,314,921,352,53.605,3,188900
42,2087,439,1342,423,105.3725,3,199000
49,1728,375,1146,391,89.4525,3,193000
47,2879,581,2229,606,81.4975,3,183100
43,1185,277,933,244,73.125,3,170800
44,2019,427,1243,518,51.3725,3,193800
43,1086,260,715,226,105.9525,3,193500
37,1566,346,1223,346,81.9825,3,174500
44,1267,292,1018,327,60.49,3,194400
52,1704,371,1336,411,70.4175,3,183500
52,1170,275,604,207,66.6675,3,325900
52,1087,260,650,194,165.8625,3,309000
39,2479,510,1990,506,60.765,3,289100
52,867,220,1264,227,65.78,3,302900
27,3500,693,3019,955,73.055,3,153700
46,1448,325,1094,331,62.42,3,174100
52,1557,344,1580,434,58.1925,3,183700
29,5274,1011,6234,1639,64.8675,3,177300
40,2277,473,1718,434,75.2225,3,185200
41,395,136,549,184,59.375,3,175000
35,3300,657,3120,1075,36.825,3,213600
37,3137,628,2048,651,75.39,3,270300
45,1192,279,1084,345,71.485,3,205900
42,1279,294,1254,340,56.4575,3,192500
34,1014,247,952,215,72.16,3,172500
30,1242,288,1438,325,66.5175,3,169300
40,1331,304,1276,389,68.865,3,172500
43,1105,263,982,206,52.8725,3,184900
41,977,240,865,253,80.7925,3,184800
52,1994,423,1014,389,109.705,3,223600
52,2125,446,1014,443,145.465,3,281100
48,1274,293,971,291,94.345,3,220600
42,1067,256,608,280,75.24,3,180800
16,2962,596,1555,795,64.51,3,216300
52,1460,327,1165,455,64.5825,3,167500
37,818,212,576,261,54.755,3,250000
46,2451,505,1163,448,121.2975,3,225800
51,2711,551,1607,724,75,3,184700
39,836,215,704,272,88.14,3,192600
31,1902,406,1485,494,60.5175,3,165600
28,2089,440,1666,587,59.0825,3,198400
50,1135,268,500,207,106.535,3,211300
5,2364,489,1102,502,131.605,3,246400
30,1680,366,858,310,101.185,3,280500
26,4348,845,2347,810,118.1875,3,293000
16,1111,264,317,199,67.8825,3,233300
26,2182,456,1638,704,72.4525,3,229800
34,876,222,424,163,131.9225,3,241100
26,3242,646,2100,741,77.7675,3,247900
16,2111,444,1285,499,126.1925,3,292500
29,1377,312,969,399,66.4325,3,252800
13,6035,1148,2946,1481,101.31,3,213900
14,6277,1191,3025,1630,101.6325,3,234200
36,2088,439,772,347,106.905,3,310100
35,1335,304,635,296,90.1325,3,345800
28,3104,622,1488,754,91.0725,3,332600
46,3052,612,1373,590,118.2175,3,340000
39,3627,716,1531,635,113.425,3,345900
43,828,213,446,145,110.9375,3,327600
31,2095,441,829,405,91.4075,3,344700
31,616,175,185,107,90.625,3,265000
40,1844,396,719,305,84.205,3,235200
28,3085,618,1277,512,114.4875,3,262800
47,1604,353,639,278,146.0375,3,283300
52,2071,436,825,364,106.035,3,284800
47,2986,601,1399,613,93.6375,3,247400
52,1456,326,582,277,125.9,3,296600
52,1575,347,629,284,141.0925,3,312000
42,1867,400,927,389,108.125,3,247000
44,2026,428,908,383,103.515,3,274100
47,2355,487,961,428,134.8875,3,282300
46,2639,538,938,424,126.655,3,331600
38,1568,346,710,339,67.605,3,286600
26,1797,387,626,244,196.4375,3,424600
36,1389,314,623,223,165.8275,3,283300
34,943,234,378,139,129.4125,3,344600
36,945,234,371,158,140.665,3,320500
35,2189,458,800,320,191.6475,3,426900
18,3597,710,1321,593,132.6925,3,351400
36,2241,467,989,442,99.0625,3,288200
32,1260,291,560,207,164.645,3,346700
34,2422,499,1010,395,141.235,3,376200
10,3163,632,1537,797,104.185,3,214000
18,4356,846,1968,1245,90.735,3,240000
27,2859,578,1144,430,127.055,3,327500
30,2862,578,1387,542,127.76,3,278100
23,1932,411,997,482,91.55,3,211900
39,1030,250,537,175,98.1625,3,236900
43,2104,442,1137,403,123.09,3,238000
21,3843,754,1850,705,116.895,3,264200
10,3611,713,1599,716,130,3,248700
34,1482,331,584,246,137.8025,3,264700
16,3942,772,1894,737,132.235,3,332800
39,1103,263,446,163,70.3125,3,291300
33,1306,299,762,237,113.02,3,230700
36,3874,760,1826,639,124.155,3,258500
31,1944,414,975,334,123.0125,3,240500
27,3028,608,1284,498,114.5825,3,308800
33,3280,653,1583,559,114.0625,3,253500
35,1855,398,985,329,150.49,3,255100
28,3428,680,1753,729,102.5825,3,281000
26,6201,1177,2381,819,199.5475,3,397000
29,5536,1058,2651,881,140.895,3,282100
30,4412,856,2168,772,125.155,3,232000
29,5650,1079,2098,813,160.7125,3,337300
26,3756,739,1408,535,141.0675,3,320000
33,3410,677,1739,588,126.785,3,255600
28,2714,552,1389,490,143.4625,3,240400
20,5483,1049,2892,1057,117.1125,3,250000
28,4538,879,1996,667,136.5225,3,263600
20,4447,863,2062,660,170.22,3,283300
25,4258,829,2290,743,128.6525,3,267200
32,3776,742,1790,612,136.6875,3,261100
32,3983,779,1989,794,89.0625,3,255200
23,2705,550,1180,442,151.9775,3,316500
26,1864,399,956,325,137.5,3,231700
25,3025,608,1755,661,97.2325,3,218600
13,1893,404,1018,464,95.1175,3,204700
13,1676,366,710,406,97.34,3,225900
24,968,239,631,250,71.59,3,240300
21,2080,438,1040,325,132.2175,3,264500
26,1741,377,1007,339,117.6725,3,234800
36,2959,596,1125,520,106.535,3,268800
35,2418,499,988,374,152.34,3,365400
34,4613,892,2050,725,134.805,3,302900
33,2951,594,1288,521,103.885,3,313100
32,4308,838,2002,695,104.1125,3,281900
27,2019,427,1020,351,145.445,3,267400
24,4567,884,2102,695,142.2375,3,289000
25,3319,660,1560,502,146.1975,3,263300
28,1481,331,688,221,130.22,3,240900
39,1839,395,1528,456,67.045,3,184900
36,1471,329,1182,326,67.5775,3,175800
38,1787,385,2113,530,65.965,3,177600
45,2213,462,1920,514,82.015,3,164200
24,1939,413,1808,625,55.6475,3,112500
28,859,219,455,211,58.2325,3,215900
6,3797,746,2437,904,92.005,3,152400
14,360,129,134,84,68.5275,3,112500
16,2692,548,1674,681,66.9075,3,191100
13,2519,517,2094,530,109.0525,3,173400
19,2228,465,2845,551,65,3,172800
14,5762,1099,3979,1389,92.3825,3,192600
16,2987,601,4241,841,70.06,3,127900
19,735,197,597,134,113.02,3,188100
22,3015,606,2491,530,108.5475,3,176300
16,1866,400,1835,412,133.4075,3,212800
18,1892,404,974,553,59.2875,3,228000
21,3305,658,2459,701,99.22,3,249600
14,6160,1170,2472,1204,103.61,3,178400
17,4208,820,1476,904,59.9275,3,87500
16,5684,1085,4203,1318,79.91,3,185800
19,6275,1191,4312,1466,69.42,3,178600
24,3403,675,2829,612,119.375,3,191900
4,2937,592,1780,665,109.6275,3,160400
18,2749,558,1779,561,98.125,3,166100
19,11181,2071,7817,1853,140.145,3,232700
17,1299,298,825,217,112.5,3,235800
15,5957,1134,3838,997,157.2675,3,253100
17,2277,473,1887,422,142.695,3,217000
33,2873,580,1946,475,126.7725,3,176400
10,1828,393,1356,409,114.8575,3,123500
20,1649,361,1729,362,84.5825,3,115200
33,1115,265,1168,261,97.5225,3,178600
19,2644,539,2317,780,77.605,3,183100
31,1340,305,1336,270,105.9025,3,179500
20,2308,479,2223,456,106.4725,3,191000
16,2085,439,1705,391,125.5625,3,222800
17,1887,403,1906,597,64.13,3,165300
22,2044,432,1925,429,92.755,3,177500
15,1504,335,1267,291,137.8625,3,219400
14,2731,555,1109,551,78.455,3,139700
15,1898,405,1527,381,111.98,3,212500
26,2528,518,2677,512,102.9125,3,164900
10,2506,514,2634,622,78.375,3,231400
23,3279,653,2582,630,109.455,3,175800
26,1125,267,943,214,120.625,3,181000
4,5532,1057,3651,770,182.455,3,343000
25,1642,359,1146,279,130.22,3,231400
20,2686,547,1507,405,145.17,3,263900
20,2018,427,1196,323,123.295,3,262400
15,2781,564,1389,475,140.35,3,223300
21,1959,416,891,300,184.375,3,338400
18,1947,414,605,184,204.6775,3,500001
8,3088,619,1799,456,181.7675,3,355300
9,3160,632,1675,470,188.6075,3,348400
11,3195,638,1774,418,176.6775,3,378200
13,2978,599,1794,485,167.0325,3,277800
18,3611,713,2381,642,140.8625,3,231000
10,3283,654,2491,522,166.5825,3,283700
10,2829,572,1510,386,167,3,359500
20,2473,509,2228,501,142.0425,3,224200
23,1829,393,1277,324,120.23,3,217400
14,4412,856,2698,891,117.5675,3,227600
6,2850,576,2160,581,138.34,3,241900
20,3034,609,1669,430,156.855,3,241300
5,4153,810,2435,697,140.765,3,286200
14,1870,400,1214,347,124.4225,3,186500
15,1794,387,1533,371,144.6075,3,209900
15,1807,389,1277,341,112.6125,3,164500
16,906,227,605,148,120.4325,3,235600
15,1929,411,1683,347,138.12,3,235600
21,2630,537,1789,389,126.3575,3,232000
22,2199,459,1270,386,127.8725,3,235700
25,2093,440,983,338,161.66,3,271500
10,5469,1046,3083,906,148.4975,3,241900
17,660,183,431,123,122.7425,3,241000
12,1961,417,985,269,167.8975,3,362700
7,1973,419,1047,303,155.85,3,292200
16,1649,361,769,230,166.1375,3,302600
15,2267,472,1150,327,178.1675,3,277900
6,3526,697,1378,491,153.6575,3,335500
23,1801,388,548,393,62.63,3,133700
6,7292,1373,2468,1262,141.0275,3,294700
15,1486,331,455,296,108.4125,3,221000
33,1019,248,938,215,102.3225,3,165000
28,1535,340,1937,317,102.865,3,160100
26,1934,412,2059,416,91.9125,3,163600
21,4559,883,5124,1124,80.13,3,179000
24,2298,477,2409,569,86.2725,3,182400
23,7609,1430,6034,1414,121.06,3,195300
28,3477,689,2990,648,111.6775,3,172600
29,2396,495,2000,481,109.375,3,185500
27,2358,488,1562,383,130.7425,3,192800
17,2529,519,1756,429,127.5425,3,240700
27,2512,516,3033,526,106.25,3,162900
27,3127,626,3257,604,115.8325,3,173600
21,6404,1214,6047,1235,105.245,3,193400
26,1848,396,1952,327,102.175,3,182500
34,938,233,769,226,89.0625,3,194500
35,2391,494,1886,595,63.8775,3,182100
43,1536,340,1256,357,70,3,153300
27,1481,331,1505,391,64.4225,3,137500
22,2914,588,2962,762,55.0775,3,164000
29,3515,695,3572,776,68.905,3,160100
20,3375,670,4610,860,67.235,3,182200
15,8162,1529,8793,2086,83.265,3,210300
15,3315,660,2749,1059,57.9975,3,140100
15,3148,630,3556,1037,76.165,3,159600
18,1525,338,1705,448,92.995,3,128600
11,2109,443,2744,607,101.13,3,205900
31,1602,352,1179,354,112.24,3,156800
34,762,202,611,193,89.0625,3,201800
12,12980,2394,8190,2515,131.0375,3,286500
31,5524,1056,2848,879,138.98,3,229900
15,4430,860,3278,1018,113.8325,3,209900
33,835,215,781,169,127.705,3,195800
31,3633,717,2677,797,80.555,3,184800
43,821,212,370,135,106.25,3,209100
43,1461,327,800,258,80.6975,3,182400
42,1237,287,900,241,96.4275,3,187500
28,1579,348,1252,353,104.0375,3,214800
40,802,209,445,143,101.115,3,196300
29,4045,791,3036,845,79.955,3,171700
22,3936,771,3508,877,105.78,3,183800
31,2914,588,3547,645,92.8575,3,178600
41,1558,344,970,304,110.4175,3,215200
26,2987,601,1931,518,127.7475,3,213100
33,1624,356,1412,323,100.9625,3,167600
34,1834,394,1450,347,92.97,3,161500
42,2913,587,1873,580,93.035,3,167900
34,2218,463,827,299,186.3975,3,456500
37,4137,807,1569,578,152.52,3,286200
32,3747,737,1687,649,137.3725,3,330800
29,570,167,244,72,308.23,3,416700
32,1650,361,768,263,171.155,3,320900
24,962,237,492,155,182.1525,3,328000
22,3650,720,1637,520,134.435,3,325600
20,3189,637,1234,389,189.5325,3,374100
9,2522,517,1591,481,122.7275,3,259700
16,2655,541,1862,448,151.425,3,246800
16,1050,253,722,228,112.9675,3,163500
16,3275,652,1863,527,138.5725,3,269100
13,3334,663,2240,561,177.625,3,273900
17,3719,732,2089,561,169.6675,3,273700
16,1767,382,1061,280,173.96,3,351600
19,4043,790,2196,708,153.76,3,268400
16,1334,304,1103,415,92.8825,3,229800
17,1777,384,1235,329,135.5625,3,258100
15,8748,1634,4784,1524,145.805,3,276600
13,3752,738,1581,526,152.7275,3,329400
25,2496,513,1034,367,176.36,3,320700
25,1866,400,840,275,171.6925,3,288500
27,1145,270,492,160,142.9,3,348300
16,2998,603,1606,615,94.055,3,150000
42,42,72,26,14,43.4025,3,500001
20,78,79,120,69,27.345,3,187500
14,6016,1144,3258,1316,89.3625,3,333700
14,3851,756,2052,478,176.8375,3,335600
15,2052,433,1380,409,146.715,3,181100
2,1136,269,535,257,109.375,3,425000
9,6751,1276,4240,1438,133.5,3,257400
3,4778,922,2522,990,144.2375,3,271400
3,4430,860,2559,801,152.3975,3,272700
16,2391,494,1419,373,146.8025,3,267800
21,1386,314,946,257,163.065,3,258500
25,1837,394,1006,271,167.105,3,265300
23,1793,387,1145,310,139.92,3,243200
16,2938,592,1718,568,137.6825,3,178900
17,2156,452,1400,393,140.24,3,199100
16,1603,352,1080,296,153.14,3,266900
16,1489,332,945,263,184.6525,3,267000
16,2411,497,1671,442,162.51,3,263600
12,4228,823,2594,732,165.215,3,299400
4,1646,360,853,410,127.0525,3,265500
9,957,237,532,142,216.6875,3,441000
8,2534,519,1527,364,196.33,3,422800
17,3469,687,2762,808,84.71,3,245800
31,2573,526,1898,475,141.6275,3,204100
22,3805,748,2118,621,157.23,3,254200
8,426,141,241,55,182.725,3,367900
19,12128,2241,6810,2040,161.0475,3,264500
24,3308,658,1891,544,141.7075,3,248700
23,3224,643,2183,655,109.5175,3,226900
20,5032,968,2695,801,165.5675,3,264800
25,4430,860,2685,721,142.4125,3,261100
17,1621,356,1028,293,131.805,3,186900
20,1351,307,1427,394,111.78,3,144000
26,1471,329,1089,320,132.6425,3,226400
23,1310,300,910,261,134.985,3,237900
5,1519,337,705,186,259.495,3,500001
5,1819,391,802,228,274.305,3,500001
15,2428,500,1687,519,118.75,3,254400
14,2073,437,1107,330,167.7325,3,311200
43,91,81,58,16,375.0025,3,500001
29,2385,493,1788,510,96.0525,3,220700
26,2762,560,1716,459,140.155,3,226800
18,4900,944,2984,758,165.44,3,276200
16,2952,594,1525,460,140.1575,3,320500
19,1684,367,1224,376,103.4725,3,174100
24,4759,919,3188,902,140.86,3,228700
26,40,72,52,7,192.9925,3,225000
10,3937,771,2032,1002,81.5425,3,252200
26,1669,364,951,278,119.485,3,225800
19,2174,455,1645,484,125.905,3,255100
24,1212,282,799,242,127.02,3,212500
33,2791,566,1714,485,120.76,3,224900
21,4599,890,2756,943,74.5425,1,225000
18,2514,516,2205,545,84.6475,3,158000
17,127,88,219,22,112.9475,3,112500
24,3217,642,1196,684,87.24,3,226700
35,1845,396,1343,317,134.78,3,235300
25,3495,692,2484,797,120.3625,3,230700
33,2015,426,1285,419,101.6375,3,226800
14,4841,933,813,517,94.035,3,137500
17,5121,984,1470,968,74.265,3,81300
17,4324,841,1656,885,91.5475,3,232400
35,1542,342,1164,318,147.8625,3,236900
24,1297,298,441,282,78.5975,3,47500
33,2154,451,1655,434,144.905,3,229800
17,3208,640,2286,602,132.3425,3,238000
17,2937,592,1662,533,146.98,3,255500
20,1032,250,658,238,112.655,3,219300
24,5230,1003,3795,970,135.57,3,264100
22,765,202,390,176,79.53,3,87500
13,2164,453,1087,411,119.0625,3,137500
16,3936,771,1910,769,117.6225,3,112500
34,148,91,132,13,84.375,3,67500
42,3224,643,1940,674,80.3825,3,199700
42,198,100,158,32,78.9075,3,137500
39,446,145,317,127,75.8925,3,208300
27,3236,645,2230,798,89.0625,3,208600
25,3472,688,2267,944,69.3175,3,235600
36,1823,392,1589,387,77.6625,3,234100
48,2068,436,946,452,75.9375,3,218500
36,1651,361,1062,331,114.375,3,215400
32,1199,280,814,238,116.7975,3,252100
35,995,243,615,199,127.355,3,217500
27,1797,387,1610,531,106.055,3,237500
24,4841,933,2656,920,151.4325,3,254500
34,884,223,534,154,150.29,3,271200
35,1880,402,926,321,105.6825,3,269900
16,5040,969,3150,1196,107.0925,3,264500
33,2581,528,1598,628,87.9975,3,261400
36,815,211,353,122,157.9775,3,258300
36,765,202,306,136,114.375,3,247600
34,1735,376,1019,301,114.0625,3,242700
33,1582,349,809,267,142.6475,3,287200
35,1293,297,701,216,196.3575,3,281900
35,1440,323,743,259,127.165,3,254600
32,1754,380,917,330,116.9025,3,298300
33,2321,481,1230,451,122.7275,3,270300
33,2677,545,1469,633,80.12,3,261800
33,2545,521,1287,458,137.5,3,282200
41,1150,271,729,260,88.7275,3,261100
18,1712,372,972,467,109.9275,3,238900
16,3249,648,1637,841,113.5675,3,198400
25,1527,339,707,339,109.375,3,212200
36,1054,254,546,187,114.0625,3,240000
30,1955,416,999,386,115.82,3,287100
33,3570,705,1922,761,123.905,3,238700
18,6649,1258,3604,1651,113.42,3,307400
26,3637,717,2249,905,99.0625,3,262900
37,1755,380,699,321,98.125,3,251300
33,3162,632,1553,686,91.705,3,266100
35,1249,289,556,247,98.125,3,287100
32,1484,331,673,272,130.0475,3,279900
36,832,214,545,211,82.0325,3,244400
52,906,227,1662,219,79.1675,3,231600
18,1922,410,1096,545,59.2825,3,244000
48,1246,288,697,284,90.295,3,235500
42,1421,320,659,303,83.3325,3,237900
52,2382,492,1096,492,106.64,3,236100
42,2174,455,1304,464,78.5725,3,286500
29,3377,671,1674,792,85.5825,3,229300
41,2151,451,1092,469,93.3025,3,250000
36,1893,404,797,360,92.045,3,257600
37,1822,392,845,348,118.75,3,251100
36,3142,629,1372,560,125.4375,3,246100
25,5236,1004,2529,1213,79.255,3,256100
31,1866,400,821,447,58.8675,3,275900
36,1683,367,740,324,119.01,3,294700
26,3269,651,1427,696,105.34,3,288300
35,2294,476,1054,449,101.6675,3,276900
42,2001,424,942,375,111.1325,3,255400
36,844,216,373,160,144.775,3,254100
18,4438,861,1901,895,134.6825,3,288300
34,1461,327,739,276,85.9375,3,252600
37,663,184,293,132,94.5325,3,247800
30,2645,539,1506,480,159.29,3,330500
30,3742,736,1721,631,153.47,3,302400
27,3353,666,1571,621,131.825,3,315600
21,8275,1549,3636,1524,128.765,3,302100
25,3223,643,1529,602,128.025,3,287600
35,1907,407,912,313,148.9175,3,294300
35,1802,388,841,315,120.9125,3,313900
33,2023,428,1016,405,98.5425,3,285800
28,3840,754,1883,662,160.2375,3,335900
28,4863,937,2110,868,128.7075,3,342000
28,5096,979,2588,954,133.925,3,355200
17,9789,1821,4748,2206,106.3275,3,279800
20,4461,865,2042,808,117.7075,3,217700
32,2248,468,1191,419,140.15,3,288900
34,2034,430,1016,375,145.3175,3,288300
26,3285,654,1443,530,144.5825,3,339600
19,4620,894,2672,1308,92.475,3,237500
11,1711,372,1094,543,93.25,3,227700
39,1164,274,619,231,115.76,3,263200
20,1145,270,431,173,77.7575,3,281900
27,4140,808,2135,893,90.73,3,264600
26,4310,838,1819,686,176.1725,3,365500
31,3890,763,1898,717,131.335,3,290900
21,7628,1433,3637,1749,91.0025,3,267500
25,5775,1101,3580,1138,97.9675,3,314900
25,5463,1045,2758,1310,75.1975,3,277300
33,726,195,351,147,78.645,3,270500
30,4238,825,1914,972,94.08,3,307000
27,2462,507,1278,565,89.13,3,329500
30,1758,380,814,256,165.575,3,332500
21,4193,817,2487,1011,92.97,3,293000
25,1455,326,734,331,81.8175,3,262500
25,5641,1077,3786,1410,84.895,3,267500
20,4228,823,2334,1007,107.7025,3,227300
22,2593,530,1249,623,93.75,3,212500
20,710,192,363,176,102.405,3,214100
17,1330,303,408,258,42.9275,3,181300
52,777,204,362,144,100.52,3,262500
9,1503,335,715,349,115.9275,3,234300
30,3734,735,1834,824,86.2625,3,260000
19,7027,1326,3759,1753,78.7725,3,242900
30,3404,676,1794,633,115.78,3,283200
33,2120,445,907,336,188.6075,3,283000
31,2750,558,1459,660,80.7175,3,264900
33,1940,413,877,314,135.965,3,280400
25,4707,909,1995,642,166.0925,3,296100
27,2427,500,1301,438,125.9625,3,277300
26,1182,277,620,306,84.805,3,269100
28,3688,727,1877,620,143.1275,3,272600
27,3526,697,1725,553,144.53,3,275000
27,2937,592,1454,511,135.1275,3,273500
32,2930,591,1336,481,161.5775,3,344100
23,4040,790,2181,843,101.0075,3,303400
31,3340,664,1891,686,121.355,3,275000
24,1240,287,690,276,125,3,283000
25,4096,800,2027,741,133.235,3,300300
29,2721,553,1602,646,83.425,3,265300
17,1527,339,775,260,149.145,3,278000
25,3075,617,1633,543,131.32,3,269400
29,2658,542,1318,498,133.9025,3,298900
28,5018,965,2846,998,100.435,3,273900
22,6114,1162,2983,1163,131.3325,3,269100
31,3347,665,1566,597,137.8775,3,286800
19,2174,455,998,426,117.0675,3,255100
22,1408,317,636,294,46.355,3,333300
30,3298,657,1532,602,127.1575,3,332000
37,3109,623,1566,544,150.5875,3,413500
32,1382,313,705,251,152.3925,3,405400
26,3032,609,1208,562,136.7075,3,430900
35,1018,248,484,174,154.12,3,371900
34,2906,586,1282,522,137.8175,3,268200
36,1089,260,535,170,117.25,3,252600
21,1354,308,639,273,113.3325,3,234200
34,2231,465,1035,365,119.7925,3,243200
32,1555,344,779,284,150.895,3,260100
35,1484,331,664,238,116.875,3,245300
24,5046,970,2449,968,117.795,3,274600
30,2327,482,1114,372,118.1975,3,272000
26,6777,1281,3319,1061,159.1575,3,279400
19,1741,377,632,279,139.86,3,290500
26,2561,524,1165,393,183.805,3,363800
26,2574,527,1096,428,151.845,3,335900
27,1265,292,660,232,134.7775,3,281200
22,2614,534,1240,462,151.78,3,271800
27,4866,938,1956,659,184.6075,3,405000
21,4872,939,1811,560,234.585,3,500001
36,4423,858,1719,608,196.0175,3,476400
22,2781,564,1291,516,115.1625,3,445900
46,10088,1875,3728,1781,130.8025,3,500001
35,4709,910,1866,694,212.3,3,500001
20,2345,486,890,276,250.4675,3,500001
35,2553,523,1117,498,110.1575,3,436100
33,3585,708,1511,835,77.94,3,396300
36,3191,637,1234,440,226.76,3,500001
19,1858,398,790,347,112.89,3,339300
32,2892,584,1193,492,153.275,3,367800
27,2331,483,1178,447,116.635,3,340700
21,1214,283,500,185,189.95,3,347800
17,4034,789,1158,560,205.1725,3,442500
19,755,200,267,99,375,3,500001
25,1743,378,604,200,268.955,3,500001
21,2775,563,856,350,197.8375,3,496400
22,4240,826,1480,514,281.1575,3,500001
35,3574,706,1325,476,213.5625,3,500001
33,1664,363,759,272,144.69,3,415800
27,3340,664,1220,447,220.445,3,500001
24,2411,497,847,299,256.665,3,500001
34,1764,381,692,223,200.8275,3,500001
31,1574,347,551,191,255.7775,3,500001
29,2718,552,982,339,198.085,3,500001
14,2561,524,1172,378,190.2675,3,500001
34,2892,584,903,365,196.7775,3,500001
24,1521,338,539,192,278.8925,3,500001
28,2796,566,1085,363,267.085,3,500001
22,3118,624,1147,425,259.1325,3,500001
18,2550,522,999,320,219.8475,3,500001
25,3845,755,1461,475,259.9475,3,500001
31,3136,627,1190,412,187.5,3,500001
22,2038,430,773,281,228.9225,3,500001
35,3133,627,1449,555,143.2375,3,346100
33,2170,454,854,303,209.0125,3,500001
32,2782,564,1092,455,135.2575,3,335900
32,4350,845,1551,609,195.6975,3,500001
29,3752,738,1320,471,247.3425,3,500001
25,3437,681,1198,411,233.66,3,500001
28,3825,751,1415,480,266.875,3,500001
16,1612,354,567,208,264.4825,3,500001
19,3625,715,1252,409,305.3625,3,500001
25,4460,865,1608,561,269.895,3,500001
24,4973,957,1692,696,196.5675,3,500001
29,1945,414,826,275,206.2,3,498800
30,3033,609,1440,507,155.455,3,380800
25,4601,890,2003,666,201.8175,3,455500
25,4111,802,1585,568,230.745,3,500001
11,5488,1049,1947,641,268.315,3,500001
13,2173,455,891,345,200.395,3,420000
23,4507,873,2167,722,175.255,3,500001
24,4401,854,1818,685,182.465,3,500001
30,2268,472,1197,372,177.0325,3,485300
17,2560,524,959,400,196.32,3,368900
20,4475,868,2271,1021,122.09,3,396200
13,2057,434,790,436,125.2025,3,288300
21,2052,433,933,351,132.9175,3,416300
26,2690,547,1264,429,194.1075,3,474700
17,3674,724,1364,694,157.8275,3,436400
22,4011,784,2206,879,114.3025,3,351200
27,2826,572,1259,439,143.82,3,431400
29,2476,509,1217,416,155.1125,3,393800
24,3388,673,1627,585,128.85,3,355100
26,1714,372,778,262,151.875,3,417000
25,2366,489,1076,398,173.095,3,345900
25,2131,447,1132,395,133.77,3,409100
25,3807,748,1678,600,167.045,3,411300
25,4044,790,1699,533,202.0925,3,380600
23,6846,1293,2951,1063,159.255,3,332000
28,3811,749,1795,581,195.9575,3,372700
29,3429,680,1518,520,180.45,3,400700
19,2885,582,1520,784,84.375,3,275700
30,3007,604,1551,616,146.3025,3,326300
22,3583,708,1792,695,137.105,3,335300
34,2629,537,1301,431,152.075,3,341400
35,2355,487,1248,378,149.285,3,332500
26,1983,421,924,297,167.8075,3,354600
32,2134,448,903,322,158.975,3,341900
27,4336,843,2009,734,159.8075,3,348300
33,2563,525,1230,418,157.9925,3,340100
15,5132,986,2156,982,141.2775,3,404800
34,3450,684,1915,689,118.505,3,244500
26,1391,314,700,236,166.915,3,332700
32,3108,622,1577,603,116.5325,3,284000
33,4211,820,2389,861,118.0875,3,242200
25,3823,751,1689,571,184.2325,3,373600
23,4221,822,1782,641,187.1575,3,412300
16,1755,380,674,410,129.005,3,231200
30,1036,251,467,156,161.2,3,360600
30,4033,788,1788,807,142.33,3,338700
26,2785,565,1221,422,202.695,3,365700
22,3219,642,1479,667,103.6825,3,354400
26,1992,422,980,342,156.1875,3,350000
28,2488,511,1190,410,144.7025,3,344700
25,5404,1034,2338,883,151.4425,3,451800
25,3095,620,1251,507,138.47,3,352100
33,2517,516,1158,443,126.9625,3,289500
20,4304,837,2059,835,129.185,3,333000
27,1716,373,817,301,147.895,3,343100
31,3344,665,1604,572,130.27,3,351500
31,3080,617,1493,582,157.63,3,344200
34,2494,512,1399,382,184.3825,3,388100
34,2515,516,1079,399,194.6625,3,423900
31,1443,324,627,222,165.2175,3,416500
20,3435,681,1293,553,168.945,3,451400
28,3250,648,1328,473,186.8225,3,431600
28,3081,618,1260,461,188.43,3,432600
16,1156,272,455,216,181.9475,3,292900
28,1582,349,696,270,141.95,3,370100
25,1994,423,704,283,194.4975,3,447300
17,1165,274,598,287,100.3225,3,342400
23,2590,530,1795,680,79,3,225000
19,3694,728,2496,986,92.4775,3,271500
35,1365,310,662,262,141.3325,3,291400
34,2400,495,1017,384,103.4225,3,316900
27,2621,535,1063,523,99.62,3,409700
31,1795,387,872,282,201.4975,3,381800
35,2693,548,1343,455,151.9425,3,327500
